['182', '107', '135', '155', '230', '352', '17', '60', '62', '106', '477', '143', '336', '376', '459', '194', '216', '282', '334', '313']
['308', '84', '110', '136', '146', '232', '15', '31', '148', '178', '242', '278', '354', '416', '423', '446', '124', '198', '328', '192']
['212', '21', '43', '171', '314', '400', '245', '9', '10', '323', '307', '180', '235', '330', '374', '492', '262', '275', '319', '359']
['286', '85', '139', '312', '424', '433', '393', '52', '316', '201', '355', '399', '489', '126', '133', '141', '199', '206', '231', '431']
['488', '122', '190', '238', '381', '54', '56', '77', '86', '91', '149', '268', '249', '279', '287', '311', '152', '340', '369', '457']
['498', '67', '195', '240', '365', '425', '462', '27', '28', '66', '81', '117', '119', '226', '270', '456', '151', '101', '153', '73']
['103', '47', '74', '449', '466', '415', '58', '71', '486', '380', '385', '442', '166', '187', '321', '326', '443', '87', '98', '224']
['105', '72', '290', '346', '170', '217', '49', '64', '454', '361', '315', '78', '100', '185', '220', '351', '6', '108', '142', '57']
['207', '18', '40', '111', '131', '168', '267', '298', '310', '392', '467', '229', '358', '20', '156', '305', '59', '338', '116', '233']
['264', '42', '82', '165', '451', '303', '471', '412', '257', '221', '256', '259', '478', '294', '353', '373', '405', '26', '291', '277']
['411', '140', '176', '401', '470', '1', '53', '69', '99', '175', '260', '284', '213', '16', '302', '320', '363', '438', '211', '436']
['461', '75', '76', '158', '189', '228', '237', '337', '343', '413', '490', '83', '93', '289', '483', '491', '113', '24', '51', '202']
['30', '384', '39', '480', '179', '210', '269', '272', '297', '364', '102', '130', '208', '234', '472', '44', '266', '114', '145', '184']
['296', '4', '138', '215', '306', '460', '475', '222', '325', '5', '36', '90', '406', '426', '448', '499', '14', '134', '193', '19']
['285', '196', '197', '383', '362', '45', '104', '164', '177', '281', '390', '304', '366', '474', '118', '150', '495', '204', '274', '331']
['482', '292', '421', '479', '22', '50', '161', '200', '244', '255', '95', '174', '239', '417', '172', '247', '317', '327', '345', '7']
['370', '88', '439', '23', '123', '120', '349', '137', '389', '11', '92', '188', '254', '271', '169', '227', '465', '301', '89', '214']
['391', '160', '396', '493', '33', '218', '253', '420', '440', '342', '38', '70', '144', '219', '263', '329', '377', '468', '109', '236']
['410', '183', '356', '402', '128', '173', '378', '8', '12', '34', '55', '453', '388', '276', '375', '265', '435', '61', '159', '430']
['447', '35', '25', '379', '129', '181', '205', '382', '65', '333', '441', '79', '288', '432', '46', '125', '464', '367', '96', '115']
['225', '3', '167', '350', '371', '324', '368', '157', '162', '261', '258', '469', '428', '335', '322', '409', '476', '427', '360', '386']
['127', '404', '487', '434', '300', '344', '394', '408', '458', '295', '422', '444', '496', '41', '68', '112', '243', '250', '418', '357']
['13', '445', '293', '419', '132', '209', '332', '2', '163', '299', '437', '403', '246', '248', '147', '48', '455', '397', '339', '341']
['186', '473', '154', '223', '280', '485', '32', '494', '347', '191', '203', '241', '372', '29', '80', '94', '252', '273', '318', '63']
['395', '121', '348', '407', '37', '309', '414', '251', '481', '484', '283', '398', '429', '387', '450', '463', '497', '97', '0', '452']
