['113', '57', '789', '309', '305', '639', '589', '429', '544', '197']
['717', '949', '487', '230', '291', '713', '146', '120', '485', '637']
['109', '72', '800', '357', '604', '155', '591', '341', '118', '548']
['512', '596', '726', '501', '11', '213', '241', '448', '698', '735']
['588', '31', '2', '378', '90', '176', '931', '281', '5', '463']
['468', '150', '389', '937', '690', '841', '738', '459', '516', '784']
['577', '417', '290', '269', '552', '158', '783', '883', '77', '97']
['444', '404', '885', '914', '159', '63', '576', '689', '208', '597']
['875', '277', '257', '67', '142', '59', '355', '427', '393', '91']
['117', '749', '400', '260', '940', '624', '350', '288', '447', '349']
['440', '306', '802', '967', '811', '368', '366', '844', '715', '262']
['229', '175', '457', '526', '615', '212', '18', '667', '152', '504']
['397', '43', '143', '162', '740', '621', '662', '47', '314', '725']
['66', '628', '686', '479', '278', '889', '957', '505', '450', '880']
['664', '380', '420', '677', '876', '970', '618', '569', '24', '696']
['816', '863', '976', '579', '12', '388', '737', '46', '720', '933']
['274', '638', '258', '632', '815', '121', '921', '828', '900', '466']
['769', '100', '273', '216', '271', '580', '827', '499', '76', '627']
['680', '892', '635', '203', '182', '419', '801', '207', '705', '647']
['774', '850', '10', '383', '776', '48', '29', '897', '209', '570']
['806', '531', '60', '344', '326', '402', '655', '425', '659', '428']
['809', '799', '757', '584', '157', '521', '264', '761', '93', '997']
['191', '685', '307', '232', '872', '575', '298', '536', '488', '201']
['340', '406', '645', '668', '752', '574', '607', '848', '69', '751']
['825', '563', '434', '953', '767', '836', '985', '474', '396', '913']
['977', '33', '538', '96', '524', '996', '517', '302', '939', '279']
['656', '625', '745', '61', '718', '188', '508', '456', '616', '248']
['184', '753', '714', '14', '426', '805', '553', '755', '980', '768']
['375', '127', '64', '865', '4', '608', '960', '792', '565', '193']
['486', '414', '286', '73', '796', '244', '623', '289', '126', '741']
['496', '315', '525', '311', '123', '598', '642', '187', '235', '907']
['515', '205', '605', '853', '354', '657', '843', '926', '342', '733']
['583', '649', '374', '387', '968', '779', '573', '857', '650', '409']
['168', '16', '181', '756', '864', '98', '916', '567', '887', '697']
['866', '851', '527', '739', '946', '593', '490', '770', '886', '764']
['139', '998', '369', '533', '888', '398', '430', '297', '842', '904']
['261', '728', '79', '549', '471', '327', '984', '492', '537', '92']
['27', '112', '190', '631', '750', '116', '983', '818', '141', '541']
['316', '743', '982', '198', '0', '386', '899', '185', '644', '559']
['346', '128', '215', '663', '439', '919', '817', '460', '17', '254']
['453', '321', '723', '712', '868', '746', '894', '693', '915', '246']
['111', '711', '239', '242', '351', '199', '132', '446', '365', '347']
['519', '236', '443', '975', '930', '361', '13', '180', '401', '826']
['557', '821', '392', '332', '835', '285', '218', '268', '172', '969']
['822', '6', '478', '672', '503', '710', '833', '465', '424', '280']
['834', '335', '376', '416', '363', '137', '317', '948', '912', '794']
['988', '879', '74', '824', '923', '20', '974', '433', '135', '217']
['418', '867', '163', '859', '719', '788', '829', '694', '498', '660']
['352', '927', '328', '101', '431', '691', '86', '211', '532', '703']
['353', '78', '338', '994', '500', '435', '522', '766', '293', '748']
['798', '695', '94', '535', '992', '782', '566', '320', '962', '611']
['412', '700', '247', '25', '610', '299', '852', '356', '151', '330']
['153', '99', '38', '313', '830', '283', '599', '413', '578', '778']
['554', '683', '942', '587', '704', '520', '442', '790', '877', '646']
['613', '282', '385', '673', '88', '909', '381', '955', '125', '379']
['296', '422', '534', '240', '464', '481', '178', '777', '674', '724']
['85', '251', '102', '636', '786', '300', '177', '707', '222', '167']
['870', '58', '742', '702', '131', '951', '303', '245', '329', '941']
['144', '582', '445', '395', '23', '494', '103', '223', '956', '692']
['154', '747', '119', '558', '115', '324', '455', '652', '3', '391']
['390', '518', '432', '292', '26', '82', '989', '377', '169', '39']
['467', '399', '972', '754', '630', '995', '476', '415', '80', '736']
['708', '183', '810', '979', '964', '869', '643', '856', '145', '272']
['234', '511', '156', '394', '572', '763', '214', '959', '620', '564']
['237', '52', '775', '360', '196', '902', '134', '903', '846', '382']
['560', '54', '502', '301', '612', '219', '263', '75', '722', '626']
['56', '795', '358', '895', '37', '226', '8', '871', '84', '814']
['423', '594', '124', '600', '55', '107', '641', '804', '89', '509']
['475', '954', '34', '732', '945', '287', '781', '981', '845', '684']
['882', '539', '225', '133', '633', '546', '166', '661', '858', '609']
['986', '797', '716', '266', '831', '108', '773', '149', '614', '284']
['165', '893', '15', '634', '808', '480', '253', '543', '174', '973']
['837', '590', '210', '510', '905', '855', '585', '194', '966', '22']
['164', '407', '803', '545', '362', '854', '259', '202', '238', '619']
['918', '847', '458', '138', '562', '760', '530', '990', '581', '462']
['935', '41', '373', '436', '337', '793', '7', '410', '999', '200']
['9', '731', '819', '408', '136', '928', '603', '405', '114', '472']
['920', '938', '411', '265', '49', '345', '528', '961', '943', '371']
['771', '506', '336', '884', '364', '51', '81', '451', '325', '947']
['129', '189', '310', '602', '171', '65', '147', '991', '334', '319']
['161', '130', '255', '932', '71', '787', '233', '44', '682', '595']
['21', '881', '648', '936', '721', '666', '727', '221', '304', '965']
['45', '495', '507', '934', '929', '192', '491', '971', '160', '53']
